Facility ID,LGA Name,Facility Name,Facility_AutoNumber,Street #,Street Name,Street Type,Suburb/Town,Pcode,Melway Ref,VicRoads Ref,Latitude,Longitude,Facility Ownership,Facility Purpose,Facility Category,CFA Safer Place?,Access_,FaciltySportPlayedID,Facility ID,Sports Played,Number of Field/Courts,Field/Surface Type,Age of Facility,Condition of Facility,Facility Upgrade Age,Changerooms,Facility Features,Spectator numbers for seating/shelter,FullAddress,MelwaysVicRoadsRef
GREATE11083,Geelong City Council,Kardinia Park (Geelong Cats),3044,,Kilgour,Street ,SOUTH GEELONG,3220,401 E10,,-38.157832,144.352792,,,,FALSE,,22871,GREATE11083,Australian Rules Football,1.00,Grass,26 - 50 Years,5. Very Good,,"Female, Male, Umpire/Officials, Unisex","Canteen / Kiosk, Childcare Facilities, Community Meeting Area, Flood Lighting (50 - 99 Lux), Grandstand, Liquor License / Bar, Media Facilities, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (",," Kilgour Street , SOUTH GEELONG 3220",401 E10
GREATE11087,Geelong City Council,Lara Reserve,3048,,Alkara,Avenue,LARA,3212,423 D5,,-38.020128,144.412987,,,,FALSE,,22877,GREATE11087,Australian Rules Football,4.00,Grass,26 - 50 Years,2. Poor,,"Male, Umpire/Officials","Canteen / Kiosk, Community Meeting Area, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Grandstand, Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public)",," Alkara Avenue, LARA 3212",423 D5
GREATE11092,Geelong City Council,Leopold Memorial Recreation reserve,3053,,Melaluka,Road,LEOPOLD,3224,432 D9,,-38.184416,144.456859,,,,FALSE,,22899,GREATE11092,Australian Rules Football,2.00,Grass,26 - 50 Years,2. Poor,,Male,"Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Grandstand, Liquor License / Bar, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainers ",," Melaluka Road, LEOPOLD 3224",432 D9
GREATE11099,Geelong City Council,McDonald Reserve,3060,,Reynolds ,Road,BELMONT,3216,465 D1,,-38.18194,144.32446,,,,FALSE,,22911,GREATE11099,Australian Rules Football,2.00,Grass,26 - 50 Years,4. Good,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / ",," Reynolds  Road, BELMONT 3216",465 D1
GREATE11104,Geelong City Council,Myers Reserve,3064,,Creamery ,Road,BELL POST HILL,3215,441 C1,,-38.094013,144.31886,,,,FALSE,,22920,GREATE11104,Australian Rules Football,2.00,Grass,11 - 25 Years,4. Good,,"Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Fa",," Creamery  Road, BELL POST HILL 3215",441 C1
GREATE11109,Geelong City Council,Ocean Grove Memorial Reserve,3125,,Draper,street,OCEAN GROVE,3226,483 K11,,-38.265102,144.5298,,,,FALSE,,22932,GREATE11109,Australian Rules Football,1.00,Grass,26 - 50 Years,3. Average,,"Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / ",," Draper street, OCEAN GROVE 3226",483 K11
GREATE11113,Geelong City Council,Osborne Park,3127,,Swinburne,Street,NORTH GEELONG,3215,442 B8,,-38.118593,144.355533,,,,FALSE,,22935,GREATE11113,Australian Rules Football,2.00,Grass,11 - 25 Years,3. Average,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Fa",," Swinburne Street, NORTH GEELONG 3215",442 B8
GREATE11114,Geelong City Council,Peter Lowe Reserve,3128,,Minerva,Road,HERNE HILL,3218,441 F12,,-38.136345,144.331241,,,,FALSE,,22939,GREATE11114,Australian Rules Football,1.00,Grass,11 - 25 Years,3. Average,,,Toilets (Outdoor - Public),," Minerva Road, HERNE HILL 3218",441 F12
GREATE11120,Geelong City Council,Portarlington Recreation reserve,3132,,Sproat,Street,PORTARLINGTON,3223,444 E6,,-38.113612,144.643431,,,,FALSE,,22947,GREATE11120,Australian Rules Football,2.00,Grass,26 - 50 Years,2. Poor,,"Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainers",," Sproat Street, PORTARLINGTON 3223",444 E6
GREATE11121,Geelong City Council,Queens Park,3134,150,Queens Park,Road,HIGHTON,3216,451 B4,,-38.147142,144.31769,,,,FALSE,,22952,GREATE11121,Australian Rules Football,2.00,Grass,26 - 50 Years,4. Good,,"Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (100 + Lux), Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Cl",,"150 Queens Park Road, HIGHTON 3216",451 B4
GREATE11122,Geelong City Council,Queens Park Reserve,3135,150,Queens Park,Road,HIGHTON,3216,451 B4,,-38.147142,144.31769,,,,FALSE,,22956,GREATE11122,Australian Rules Football,2.00,Grass,26 - 50 Years,4. Good,,"Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Unisex), Toilets (Within ",,"150 Queens Park Road, HIGHTON 3216",451 B4
GREATE11125,Geelong City Council,Richmond Oval,3138,,Richmond,Crescent,SOUTH GEELONG,3220,452 D7,,-38.159519,144.365957,,,,FALSE,,22964,GREATE11125,Australian Rules Football,1.00,Grass,26 - 50 Years,3. Average,,"Male, Umpire/Officials","Canteen / Kiosk, Community Meeting Area, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Unisex), Toilets (Within Sports Pavilion / Clubrooms), Tr",," Richmond Crescent, SOUTH GEELONG 3220",452 D7
GREATE11127,Geelong City Council,Shell Reserve,3140,,Purnell,Road,CORIO,3214,432 B7,,-38.073086,144.361719,,,,FALSE,,22968,GREATE11127,Australian Rules Football,1.00,Grass,26 - 50 Years,4. Good,,"Male, Umpire/Officials","Canteen / Kiosk, Community Meeting Area, Flood Lighting (100 + Lux), Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Unisex), Toilets (Within S",," Purnell Road, CORIO 3214",432 B7
GREATE11128,Geelong City Council,Shell Road reserve,3141,,Shell,Road,OCEAN GROVE,3226,484 B10,,-38.259389,144.537787,,,,FALSE,,22971,GREATE11128,Australian Rules Football,1.00,Grass,11 - 25 Years,5. Very Good,1 - 5 Years,"Female, Male, Umpire/Officials","Flood Lighting (50 - 99 Lux), Toilets (Outdoor - Public)",," Shell Road, OCEAN GROVE 3226",484 B10
GREATE11130,Geelong City Council,South Barwon reserve,3143,,Barwon Heads,Road,BELMONT,3216,466 A1,,-38.182921,144.35599,,,,FALSE,,22976,GREATE11130,Australian Rules Football,6.00,Grass,26 - 50 Years,1. Very Poor,,,"Canteen / Kiosk, Toilets (Outdoor - Public)",," Barwon Heads Road, BELMONT 3216",466 A1
GREATE11136,Geelong City Council,St Albans Reserve,3149,,Boundary,Road,WHITTINGTON,3219,452 G11,,-38.176995,144.382177,,,,FALSE,,22988,GREATE11136,Australian Rules Football,1.00,Grass,11 - 25 Years,5. Very Good,,"Male, Umpire/Officials","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Unisex), Toilets (Within Sports Pavilion / Clubr",," Boundary Road, WHITTINGTON 3219",452 G11
GREATE11142,Geelong City Council,Thomson Recreation Reserve,3155,,Godfrey,Street,THOMSON,3223,452 F8,,-38.1646,144.376095,,,,FALSE,,23003,GREATE11142,Australian Rules Football,1.00,Grass,26 - 50 Years,5. Very Good,,"Male, Umpire/Officials","Canteen / Kiosk, Community Meeting Area, Flood Lighting (100 + Lux), Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Unisex), Toilets (Within Sports Pavilion / Clubrooms),",," Godfrey Street, THOMSON 3223",452 F8
GREATE11154,Geelong City Council,Western Oval,3166,,Church ,Street,NORTH GEELONG,3215,441 J11,,-38.130256,144.346009,,,,FALSE,,23024,GREATE11154,Australian Rules Football,1.00,Grass,26 - 50 Years,3. Average,,"Male, Umpire/Officials","Canteen / Kiosk, Community Meeting Area, Flood Lighting (50 - 99 Lux), Grandstand, Liquor License / Bar, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainers",," Church  Street, NORTH GEELONG 3215",441 J11
GREATE11156,Geelong City Council,Windmill reserve,3168,,Mayfair ,Drive,NEWTOWN,3220,451 D5,,-38.152708,144.324953,,,,FALSE,,23028,GREATE11156,Australian Rules Football,1.00,Grass,26 - 50 Years,1. Very Poor,,,Toilets (Outdoor - Public),," Mayfair  Drive, NEWTOWN 3220",451 D5
GREATE11157,Geelong City Council,Windsor Park,3169,,Gerbera,Avenue,NORLANE,3214,432 B12,,-38.089973,144.362593,,,,FALSE,,23030,GREATE11157,Australian Rules Football,1.00,Grass,11 - 25 Years,4. Good,,"Male, Umpire/Officials","Canteen / Kiosk, Community Meeting Area, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Unisex), Toilets (Within",," Gerbera Avenue, NORLANE 3214",432 B12
GREATE11158,Geelong City Council,Winter Reserve,3170,,Kidman,Avenue,BELMONT,3216,465 G2,,-38.185279,144.339043,,,,FALSE,,23034,GREATE11158,Australian Rules Football,2.00,Grass,26 - 50 Years,2. Poor,,"Male, Umpire/Officials","Canteen / Kiosk, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",," Kidman Avenue, BELMONT 3216",465 G2
GREATE11028,Geelong City Council,Deakin YMCA Geelong,2996,75,Pigdons,Road,WAURN PONDS,3216,464 K5,,-38.195209,144.30429,,,,FALSE,,22776,GREATE11028,Badminton,,Wooden Gymnasium,,,,,,,"75 Pigdons Road, WAURN PONDS 3216",464 K5
GREATE11090,Geelong City Council,Leisuretime Centre,3051,,Anakie,Road,NORLANE,3214,431 G12,,-38.091239,144.33672,,,,FALSE,,22888,GREATE11090,Badminton,22.00,Wooden Gymnasium,26 - 50 Years,3. Average,,"Female, Male","Canteen / Kiosk, Childcare Facilities, Community Meeting Area, Flood Lighting (50 - 99 Lux), Grandstand, Media Facilities, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion",," Anakie Road, NORLANE 3214",431 G12
GREATE11087,Geelong City Council,Lara Reserve,3048,,Alkara,Avenue,LARA,3212,423 D5,,-38.020128,144.412987,,,,FALSE,,22878,GREATE11087,Baseball,1.00,Grass,,1. Very Poor,,,Sports Pavilion / Clubrooms,," Alkara Avenue, LARA 3212",423 D5
GREATE11115,Geelong City Council,Pioneer Reserve (Geelong baseball centre),3129,,Pioneer,Road,GROVEDALE,3216,465 D5,,-38.197257,144.323771,,,,FALSE,,22940,GREATE11115,Baseball,1.00,Artificial Turf,51 Years +,1. Very Poor,,"Female, Male","Canteen / Kiosk, Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Within Sports Pavilion / Clubrooms)",," Pioneer Road, GROVEDALE 3216",465 D5
GREATE11115,Geelong City Council,Pioneer Reserve (Geelong baseball centre),3129,,Pioneer,Road,GROVEDALE,3216,465 D5,,-38.197257,144.323771,,,,FALSE,,22941,GREATE11115,Baseball,3.00,Grass,11 - 25 Years,3. Average,,Unisex,"Canteen / Kiosk, Community Meeting Area, Flood Lighting (100 + Lux), Grandstand, Liquor License / Bar, Media Facilities, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Unisex), Toilets (Within",," Pioneer Road, GROVEDALE 3216",465 D5
GREATE11138,Geelong City Council,Stead Park,3151,,Princess,Hwy,CORIO,3214,432 C10,,-38.08293,144.363755,,,,FALSE,,22995,GREATE11138,Baseball,2.00,Grass,26 - 50 Years,1. Very Poor,1 - 5 Years,,"Canteen / Kiosk, Sports Pavilion / Clubrooms, Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms)",," Princess Hwy, CORIO 3214",432 C10
GREATE11149,Geelong City Council,Wallington Reserve,3161,,Wallington,Road,WALLINGTON,3222,483 D1,,-38.22804,144.50227,,,,FALSE,,23014,GREATE11149,Baseball,1.00,Grass,11 - 25 Years,2. Poor,,Male,"Canteen / Kiosk, Cricket Practise Nets, Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Within Sports Pavilion / Clubrooms)",," Wallington Road, WALLINGTON 3222",483 D1
GREATE11028,Geelong City Council,Deakin YMCA Geelong,2996,75,Pigdons,Road,WAURN PONDS,3216,464 K5,,-38.195209,144.30429,,,,FALSE,,22777,GREATE11028,Basketball,,Wooden Gymnasium,,,,,,,"75 Pigdons Road, WAURN PONDS 3216",464 K5
GREATE11056,Geelong City Council,Geelong Arena,3022,110,Victoria,Street,NORTH GEELONG,3215,441 H9,,-38.123306,144.351142,,,,FALSE,,22823,GREATE11056,Basketball,4.00,Wooden Gymnasium,26 - 50 Years,3. Average,,"Female, Male, Umpire/Officials","Canteen / Kiosk, Community Meeting Area, Grandstand, Liquor License / Bar, Media Facilities, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Unisex), Toilets (Within Sports Pavilion / Clubrooms",,"110 Victoria Street, NORTH GEELONG 3215",441 H9
GREATE11105,Geelong City Council,Newtown Stadium,3065,25,Riversdale,Road,NEWTOWN,3220,451 F8,,-38.16202,144.338759,,,,FALSE,,22927,GREATE11105,Basketball,2.00,Wooden Gymnasium,,,,,,,"25 Riversdale Road, NEWTOWN 3220",451 F8
GREATE11022,Geelong City Council,Corio Community Reserve,2989,,Bogong,Street,CORIO,3214,432 D7,,-38.072436,144.368306,,,,FALSE,,22769,GREATE11022,BMX,1.00,Dirt,11 - 25 Years,1. Very Poor,,,,," Bogong Street, CORIO 3214",432 D7
GREATE11067,Geelong City Council,Grinter Reserve,3031,,Coppards,Road,NEWCOMB,3219,453 B12,,-38.179685,144.403662,,,,FALSE,,22836,GREATE11067,BMX,1.00,Dirt,0 - 5 Years,5. Very Good,,,"Canteen / Kiosk, Sports Pavilion / Clubrooms, Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms)",," Coppards Road, NEWCOMB 3219",453 B12
GREATE11130,Geelong City Council,South Barwon reserve,3143,,Barwon Heads,Road,BELMONT,3216,466 A1,,-38.182921,144.35599,,,,FALSE,,22977,GREATE11130,BMX,1.00,Dirt,26 - 50 Years,1. Very Poor,,,"Canteen / Kiosk, Toilets (Outdoor - Public)",," Barwon Heads Road, BELMONT 3216",466 A1
GREATE11075,Geelong City Council,Hume Reserve,3038,,Thomson,Road,BELL PARK,3215,441 H5,,-38.10619,144.340142,,,,FALSE,,22861,GREATE11075,Bocce,1.00,,11 - 25 Years,3. Average,,,,," Thomson Road, BELL PARK 3215",441 H5
GREATE11091,Geelong City Council,Len Trewin Reserve,3052,,Cole,Street,ST LEONARDS,3223,460 A11,,-38.175521,144.711039,,,,FALSE,,22894,GREATE11091,Bocce ,1.00,,,,,,,," Cole Street, ST LEONARDS 3223",460 A11
GREATE10993,Geelong City Council,Barwon Heads Boxing and Fitness,2965,84,Hitchcock,Avenue,BARWON HEADS,3227,,,-38.279033,144.492677,,,,FALSE,,22722,GREATE10993,Boxing,,,,,,,,,"84 Hitchcock Avenue, BARWON HEADS 3227",
GREATE10987,Geelong City Council,Anakie Football/Netball Club,2960,,De Motts,Road,ANAKIE,3221,,77 E8,-37.916107,144.252609,,,,FALSE,,22714,GREATE10987,Cricket,1.00,Turf Pitch,26 - 50 Years,1. Very Poor,11 + Years,"Male, Umpire/Officials","Canteen / Kiosk, Community Meeting Area, Cricket Practise Nets, Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubro",," De Motts Road, ANAKIE 3221",77 E8
GREATE10990,Geelong City Council,Bakers Oval,2962,,Shannon ,Avenue,GEELONG WEST,3218,441 F12,,-38.135919,144.338961,,,,FALSE,,22719,GREATE10990,Cricket,1.00,Synthetic Pitch,26 - 50 Years,2. Poor,,Male,"Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms), Trainer",0.00," Shannon  Avenue, GEELONG WEST 3218",441 F12
GREATE10995,Geelong City Council,Barwon Heads Village Park,2967,,Geelong ,Road,BARWON HEADS,3227,497 B2,,-38.273168,144.493427,,,,FALSE,,22726,GREATE10995,Cricket,2.00,Synthetic Pitch,6 - 10 Years,4. Good,,Male,"Canteen / Kiosk, Cricket Practise Nets, Liquor License / Bar, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms)",," Geelong  Road, BARWON HEADS 3227",497 B2
GREATE11004,Geelong City Council,Belmont Common North,2976,,Settlement,Road,BELMONT,3216,452 A9,,-38.168098,144.354827,,,,FALSE,,22745,GREATE11004,Cricket,3.00,Synthetic Pitch,26 - 50 Years,1. Very Poor,,,"Sports Pavilion / Clubrooms, Toilets (Outdoor - Public)",," Settlement Road, BELMONT 3216",452 A9
GREATE11005,Geelong City Council,Breakwater Reserve,2977,,Tanner,Street,BREAKWATER,3219,466 D1,,-38.183678,144.370215,,,,FALSE,,22747,GREATE11005,Cricket,1.00,Synthetic Pitch,26 - 50 Years,1. Very Poor,,,"Sports Pavilion / Clubrooms, Toilets (Outdoor - Public)",," Tanner Street, BREAKWATER 3219",466 D1
GREATE11006,Geelong City Council,Breamlea Recreation Reserve,2978,,Horwood,Drive,BREAMLEA,3227,494 J8,,-38.294265,144.390422,,,,FALSE,,22749,GREATE11006,Cricket,1.00,Synthetic Pitch,6 - 10 Years,1. Very Poor,,,Toilets (Outdoor - Public),," Horwood Drive, BREAMLEA 3227",494 J8
GREATE11007,Geelong City Council,Burdoo Recreation Reserve,2979,,Wingarra,Drive,GROVEDALE,3216,465 E9,,-38.212339,144.328158,,,,FALSE,,22751,GREATE11007,Cricket,1.00,Turf Pitch,11 - 25 Years,4. Good,,"Male, Umpire/Officials","Canteen / Kiosk, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Office Facilities, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Within Sports Pavilion / Clubrooms), Trainers / Medical Facilities",," Wingarra Drive, GROVEDALE 3216",465 E9
GREATE11010,Geelong City Council,Ceres Recreation Reserve,2981,,Cochranes,Road,CERES,3221,450 B10,,-38.17235,144.271279,,,,FALSE,,22760,GREATE11010,Cricket,1.00,Synthetic Pitch,11 - 25 Years,5. Very Good,1 - 5 Years,"Male, Umpire/Officials","Sports Pavilion / Clubrooms, Toilets (Within Sports Pavilion / Clubrooms)",," Cochranes Road, CERES 3221",450 B10
GREATE11017,Geelong City Council,Collendina Recreation reserve,2984,,Minerva,Close,OCEAN GROVE,3226,484 E12,,-38.267278,144.548822,,,,FALSE,,22764,GREATE11017,Cricket,1.00,Synthetic Pitch,11 - 25 Years,3. Average,,Male,"Canteen / Kiosk, Childcare Facilities, Community Meeting Area, Cricket Practise Nets, Flood Lighting (50 - 99 Lux), Liquor License / Bar, Sports Pavilion / Clubrooms, Toilets (Disabled), Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubro",," Minerva Close, OCEAN GROVE 3226",484 E12
GREATE11078,Geelong City Council,Deakin University Oval,2995,,Jarvis,Road,WAURN PONDS,3216,464 H7,,-38.20371,144.29576,University Owned,,,FALSE,,22864,GREATE11078,Cricket,1.00,Turf Pitch,,,,,,," Jarvis Road, WAURN PONDS 3216",464 H7
GREATE11032,Geelong City Council,Drysdale Recreation Reserve,2999,,Wyndham,Street,DRYSDALE,3222,238 D9,,-38.175026,144.561327,,,,FALSE,,22787,GREATE11032,Cricket,1.00,Synthetic Pitch,26 - 50 Years,2. Poor,,Male,"Canteen / Kiosk, Cricket Practise Nets, Office Facilities, Parking Bay(s) for the disabled, Sports Pavilion / Clubrooms, Toilets (Outdoor - Public), Toilets (Within Sports Pavilion / Clubrooms)",," Wyndham Street, DRYSDALE 3222",238 D9
